2026-04-17 15:29:14.857 [INFO] mnemis_build - logging configured at results\logs\mnemis_build.log
2026-04-17 15:29:14.858 [INFO] mnemis_build.cli - build_mnemis_graph main start | log_path=results\logs\mnemis_build.log
2026-04-17 15:29:19.721 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=entity_name_reflection, model=gpt-4o-mini, attempt=1, runtime=0.738s
2026-04-17 15:29:19.723 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=2
2026-04-17 15:29:19.723 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=2, attempt=1
2026-04-17 15:29:19.896 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=2, attempt=1, runtime=0.173s
2026-04-17 15:29:19.896 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=2
2026-04-17 15:29:19.896 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=Caroline, limit=5
2026-04-17 15:29:19.901 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=Mel, limit=5
2026-04-17 15:29:19.905 [INFO] mnemis_build.base_graph - entity candidate resolution done | group_id=locomo_user_0, episode_uuid=episode_b420bf31987440a19d0f8e442bf71fd5, unique_entities=2
2026-04-17 15:29:19.905 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=entity_detail_generation, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:23.207 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=entity_detail_generation, model=gpt-4o-mini, attempt=1, runtime=3.302s
2026-04-17 15:29:23.207 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=2
2026-04-17 15:29:23.207 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=2, attempt=1
2026-04-17 15:29:23.393 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=2, attempt=1, runtime=0.184s
2026-04-17 15:29:23.393 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=2
2026-04-17 15:29:23.393 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=2
2026-04-17 15:29:23.393 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=2, attempt=1
2026-04-17 15:29:23.505 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=2, attempt=1, runtime=0.111s
2026-04-17 15:29:23.505 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=2
2026-04-17 15:29:23.505 [INFO] mnemis_build.neo4j - upsert entity | group_id=locomo_user_0, entity_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, name=Caroline
2026-04-17 15:29:23.534 [INFO] mnemis_build.neo4j - connect entity to episode | group_id=locomo_user_0, entity_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, episode_uuid=episode_b420bf31987440a19d0f8e442bf71fd5
2026-04-17 15:29:23.540 [INFO] mnemis_build.neo4j - upsert entity | group_id=locomo_user_0, entity_uuid=entity_a64f581af267483d81be20ce8d20c0be, name=Mel
2026-04-17 15:29:23.550 [INFO] mnemis_build.neo4j - connect entity to episode | group_id=locomo_user_0, entity_uuid=entity_a64f581af267483d81be20ce8d20c0be, episode_uuid=episode_b420bf31987440a19d0f8e442bf71fd5
2026-04-17 15:29:23.561 [INFO] mnemis_build.base_graph - entity extraction done | group_id=locomo_user_0, episode_uuid=episode_b420bf31987440a19d0f8e442bf71fd5, deduped_entities=2
2026-04-17 15:29:23.561 [INFO] mnemis_build.base_graph - edge extraction start | group_id=locomo_user_0, entity_count=2
2026-04-17 15:29:23.561 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=edge_extraction, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:25.960 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=edge_extraction, model=gpt-4o-mini, attempt=1, runtime=2.398s
2026-04-17 15:29:25.963 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=edge_reflection, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:30.432 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=edge_reflection, model=gpt-4o-mini, attempt=1, runtime=4.469s
2026-04-17 15:29:30.433 [INFO] mnemis_build.neo4j - fetch entities by name | group_id=locomo_user_0, name_count=2
2026-04-17 15:29:30.438 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=3
2026-04-17 15:29:30.438 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=3, attempt=1
2026-04-17 15:29:30.646 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=3, attempt=1, runtime=0.208s
2026-04-17 15:29:30.646 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=3
2026-04-17 15:29:30.646 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_a64f581af267483d81be20ce8d20c0be, limit=5
2026-04-17 15:29:30.651 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_b097b28a14c94930b361016bae714a32, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_a64f581af267483d81be20ce8d20c0be
2026-04-17 15:29:30.661 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_a64f581af267483d81be20ce8d20c0be, limit=5
2026-04-17 15:29:30.666 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_b097b28a14c94930b361016bae714a32, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_a64f581af267483d81be20ce8d20c0be
2026-04-17 15:29:30.680 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_a64f581af267483d81be20ce8d20c0be, limit=5
2026-04-17 15:29:30.686 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_eefd78f680ec4cc88d3c8c772620dd44, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_a64f581af267483d81be20ce8d20c0be
2026-04-17 15:29:30.696 [INFO] mnemis_build.base_graph - edge extraction done | group_id=locomo_user_0, generated_edges=3, upserted_edges=3
2026-04-17 15:29:30.696 [INFO] mnemis_build.base_graph - turn done | group_id=locomo_user_0, turn=1/419, source_id=locomo_user_0:D1:1, entity_count=2
2026-04-17 15:29:30.696 [INFO] mnemis_build.cli.progress - turn progress | user_index=0, group_id=locomo_user_0, slot=1, completed_turns=1, total_turns=419
2026-04-17 15:29:30.697 [INFO] mnemis_build.base_graph - turn start | group_id=locomo_user_0, turn=2/419, source_id=locomo_user_0:D1:2, speaker=Melanie
2026-04-17 15:29:30.697 [INFO] mnemis_build.neo4j - fetch recent episodes | group_id=locomo_user_0, limit=6
2026-04-17 15:29:30.699 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=1
2026-04-17 15:29:30.699 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=1, attempt=1
2026-04-17 15:29:30.763 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=1, attempt=1, runtime=0.064s
2026-04-17 15:29:30.763 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=1
2026-04-17 15:29:30.764 [INFO] mnemis_build.neo4j - upsert episode | group_id=locomo_user_0, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1, source_id=locomo_user_0:D1:2
2026-04-17 15:29:30.771 [INFO] mnemis_build.base_graph - entity extraction start | group_id=locomo_user_0, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1, source_id=locomo_user_0:D1:2
2026-04-17 15:29:30.772 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=entity_name_extraction, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:31.832 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=entity_name_extraction, model=gpt-4o-mini, attempt=1, runtime=1.060s
2026-04-17 15:29:31.832 [INFO] mnemis_build.base_graph - entity names extracted | group_id=locomo_user_0, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1, names=['Melanie', 'Caroline', 'kids', 'work']
2026-04-17 15:29:31.832 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=entity_name_reflection, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:32.678 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=entity_name_reflection, model=gpt-4o-mini, attempt=1, runtime=0.845s
2026-04-17 15:29:32.678 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=4
2026-04-17 15:29:32.678 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=4, attempt=1
2026-04-17 15:29:32.858 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=4, attempt=1, runtime=0.180s
2026-04-17 15:29:32.859 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=4
2026-04-17 15:29:32.859 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=Melanie, limit=5
2026-04-17 15:29:32.864 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=Caroline, limit=5
2026-04-17 15:29:32.869 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=kids, limit=5
2026-04-17 15:29:32.874 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=work, limit=5
2026-04-17 15:29:32.877 [INFO] mnemis_build.base_graph - entity candidate resolution done | group_id=locomo_user_0, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1, unique_entities=4
2026-04-17 15:29:32.877 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=entity_detail_generation, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:40.722 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=entity_detail_generation, model=gpt-4o-mini, attempt=1, runtime=7.844s
2026-04-17 15:29:40.723 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=4
2026-04-17 15:29:40.724 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=4, attempt=1
2026-04-17 15:29:41.643 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=4, attempt=1, runtime=0.919s
2026-04-17 15:29:41.643 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=4
2026-04-17 15:29:41.643 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=4
2026-04-17 15:29:41.643 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=4, attempt=1
2026-04-17 15:29:41.698 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=4, attempt=1, runtime=0.054s
2026-04-17 15:29:41.698 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=4
2026-04-17 15:29:41.698 [INFO] mnemis_build.neo4j - upsert entity | group_id=locomo_user_0, entity_uuid=entity_5a81d7dfc9b34329887d060f4a967489, name=Melanie
2026-04-17 15:29:41.712 [INFO] mnemis_build.neo4j - connect entity to episode | group_id=locomo_user_0, entity_uuid=entity_5a81d7dfc9b34329887d060f4a967489, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1
2026-04-17 15:29:41.717 [INFO] mnemis_build.neo4j - upsert entity | group_id=locomo_user_0, entity_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, name=Caroline
2026-04-17 15:29:41.728 [INFO] mnemis_build.neo4j - connect entity to episode | group_id=locomo_user_0, entity_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1
2026-04-17 15:29:41.734 [INFO] mnemis_build.neo4j - upsert entity | group_id=locomo_user_0, entity_uuid=entity_d3aaa75d20e6481caa9ceafdd5dbe9d7, name=kids
2026-04-17 15:29:41.744 [INFO] mnemis_build.neo4j - connect entity to episode | group_id=locomo_user_0, entity_uuid=entity_d3aaa75d20e6481caa9ceafdd5dbe9d7, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1
2026-04-17 15:29:41.751 [INFO] mnemis_build.neo4j - upsert entity | group_id=locomo_user_0, entity_uuid=entity_5807733d105e49c887ae6e52330b28f3, name=work
2026-04-17 15:29:41.759 [INFO] mnemis_build.neo4j - connect entity to episode | group_id=locomo_user_0, entity_uuid=entity_5807733d105e49c887ae6e52330b28f3, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1
2026-04-17 15:29:41.767 [INFO] mnemis_build.base_graph - entity extraction done | group_id=locomo_user_0, episode_uuid=episode_0ca67ea244a1475098eaa6cc964715d1, deduped_entities=4
2026-04-17 15:29:41.767 [INFO] mnemis_build.base_graph - edge extraction start | group_id=locomo_user_0, entity_count=4
2026-04-17 15:29:41.767 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=edge_extraction, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:46.713 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=edge_extraction, model=gpt-4o-mini, attempt=1, runtime=4.946s
2026-04-17 15:29:46.717 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=edge_reflection, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:49.420 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=edge_reflection, model=gpt-4o-mini, attempt=1, runtime=2.702s
2026-04-17 15:29:49.420 [INFO] mnemis_build.neo4j - fetch entities by name | group_id=locomo_user_0, name_count=4
2026-04-17 15:29:49.425 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=6
2026-04-17 15:29:49.426 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=6, attempt=1
2026-04-17 15:29:49.628 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=6, attempt=1, runtime=0.202s
2026-04-17 15:29:49.628 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=6
2026-04-17 15:29:49.629 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_5a81d7dfc9b34329887d060f4a967489, target_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, limit=5
2026-04-17 15:29:49.635 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_108f5b85ff0a4c6b9e577525c79315a3, source_uuid=entity_5a81d7dfc9b34329887d060f4a967489, target_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc
2026-04-17 15:29:49.646 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_5a81d7dfc9b34329887d060f4a967489, target_uuid=entity_d3aaa75d20e6481caa9ceafdd5dbe9d7, limit=5
2026-04-17 15:29:49.651 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_a088c25ee8d24bb7a68afcf489d05099, source_uuid=entity_5a81d7dfc9b34329887d060f4a967489, target_uuid=entity_d3aaa75d20e6481caa9ceafdd5dbe9d7
2026-04-17 15:29:49.662 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_5a81d7dfc9b34329887d060f4a967489, target_uuid=entity_5807733d105e49c887ae6e52330b28f3, limit=5
2026-04-17 15:29:49.668 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_9968042536b64908addaaed7ef9bd9bc, source_uuid=entity_5a81d7dfc9b34329887d060f4a967489, target_uuid=entity_5807733d105e49c887ae6e52330b28f3
2026-04-17 15:29:49.677 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_5a81d7dfc9b34329887d060f4a967489, limit=5
2026-04-17 15:29:49.682 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_f41d7a989c354d758af1a6487143340f, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_5a81d7dfc9b34329887d060f4a967489
2026-04-17 15:29:49.696 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_d3aaa75d20e6481caa9ceafdd5dbe9d7, limit=5
2026-04-17 15:29:49.704 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_e7207a60c8214669a181e06c95af9b23, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_d3aaa75d20e6481caa9ceafdd5dbe9d7
2026-04-17 15:29:49.714 [INFO] mnemis_build.neo4j - edge dedup search | group_id=locomo_user_0, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_5807733d105e49c887ae6e52330b28f3, limit=5
2026-04-17 15:29:49.722 [INFO] mnemis_build.neo4j - upsert edge | group_id=locomo_user_0, edge_uuid=fact_b540a111d1c84edaa6e87a8d8201013b, source_uuid=entity_9df8c3dbf0734a8e92ebc740395710fc, target_uuid=entity_5807733d105e49c887ae6e52330b28f3
2026-04-17 15:29:49.737 [INFO] mnemis_build.base_graph - edge extraction done | group_id=locomo_user_0, generated_edges=6, upserted_edges=6
2026-04-17 15:29:49.737 [INFO] mnemis_build.base_graph - turn done | group_id=locomo_user_0, turn=2/419, source_id=locomo_user_0:D1:2, entity_count=4
2026-04-17 15:29:49.737 [INFO] mnemis_build.cli.progress - turn progress | user_index=0, group_id=locomo_user_0, slot=1, completed_turns=2, total_turns=419
2026-04-17 15:29:49.739 [INFO] mnemis_build.base_graph - turn start | group_id=locomo_user_0, turn=3/419, source_id=locomo_user_0:D1:3, speaker=Caroline
2026-04-17 15:29:49.739 [INFO] mnemis_build.neo4j - fetch recent episodes | group_id=locomo_user_0, limit=6
2026-04-17 15:29:49.741 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=1
2026-04-17 15:29:49.741 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=1, attempt=1
2026-04-17 15:29:49.805 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=1, attempt=1, runtime=0.064s
2026-04-17 15:29:49.806 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=1
2026-04-17 15:29:49.806 [INFO] mnemis_build.neo4j - upsert episode | group_id=locomo_user_0, episode_uuid=episode_43400d783bd94bb8bcd6911b41ce0d35, source_id=locomo_user_0:D1:3
2026-04-17 15:29:49.816 [INFO] mnemis_build.base_graph - entity extraction start | group_id=locomo_user_0, episode_uuid=episode_43400d783bd94bb8bcd6911b41ce0d35, source_id=locomo_user_0:D1:3
2026-04-17 15:29:49.816 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=entity_name_extraction, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:50.950 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=entity_name_extraction, model=gpt-4o-mini, attempt=1, runtime=1.133s
2026-04-17 15:29:50.951 [INFO] mnemis_build.base_graph - entity names extracted | group_id=locomo_user_0, episode_uuid=episode_43400d783bd94bb8bcd6911b41ce0d35, names=['LGBTQ support group', 'Caroline', 'Mel']
2026-04-17 15:29:50.951 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=entity_name_reflection, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:51.869 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=entity_name_reflection, model=gpt-4o-mini, attempt=1, runtime=0.918s
2026-04-17 15:29:51.870 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=3
2026-04-17 15:29:51.870 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=3, attempt=1
2026-04-17 15:29:51.918 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=3, attempt=1, runtime=0.048s
2026-04-17 15:29:51.919 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=3
2026-04-17 15:29:51.919 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=LGBTQ support group, limit=5
2026-04-17 15:29:51.925 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=Caroline, limit=5
2026-04-17 15:29:51.930 [INFO] mnemis_build.neo4j - entity dedup search | group_id=locomo_user_0, name=Mel, limit=5
2026-04-17 15:29:51.932 [INFO] mnemis_build.base_graph - entity candidate resolution done | group_id=locomo_user_0, episode_uuid=episode_43400d783bd94bb8bcd6911b41ce0d35, unique_entities=3
2026-04-17 15:29:51.932 [INFO] mnemis_build.llm - chat completion start | stage=base_graph_ingestion, operation=entity_detail_generation, model=gpt-4o-mini, attempt=1, message_count=2
2026-04-17 15:29:57.484 [INFO] mnemis_build.llm - chat completion done | stage=base_graph_ingestion, operation=entity_detail_generation, model=gpt-4o-mini, attempt=1, runtime=5.549s
2026-04-17 15:29:57.485 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=3
2026-04-17 15:29:57.485 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=3, attempt=1
2026-04-17 15:29:57.683 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=3, attempt=1, runtime=0.197s
2026-04-17 15:29:57.683 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=3
2026-04-17 15:29:57.683 [INFO] mnemis_build.llm - embedding request start | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=3
2026-04-17 15:29:57.683 [INFO] mnemis_build.llm - embedding batch start | model=Qwen/Qwen3-Embedding-0.6B, input_count=3, attempt=1
2026-04-17 15:29:57.758 [INFO] mnemis_build.llm - embedding batch done | model=Qwen/Qwen3-Embedding-0.6B, input_count=3, attempt=1, runtime=0.075s
2026-04-17 15:29:57.758 [INFO] mnemis_build.llm - embedding request done | model=Qwen/Qwen3-Embedding-0.6B, total_inputs=3
2026-04-17 15:29:57.758 [INFO] mnemis_build.neo4j - upsert entity | group_id=locomo_user_0, entity_uuid=entity_7a74b0772f0f4ddeb4df561294f20c6c, name=LGBTQ support group
